catId;catName;catParent;catPosition;catIsProductCatalogueEnabled
77751;Wstążki;76698;14;false
76712;Pozostałe;76698;15;false
76715;Akcesoria  krawieckie;76713;0;false
76714;Akcesoria hafciarskie;76713;1;false
76716;Aplikacje;76713;2;false
76717;Druty, szydełka i czółenka;76713;3;false
76718;Guziki;76713;4;false
76719;Igły, szpilki i agrafki;76713;5;false
76721;Koraliki i cekiny;76713;6;false
76722;Koronki i hafty;76713;7;false
76723;Nici;76713;8;false
76720;Nożyczki i noże;76713;9;false
76724;Taśmy i tasiemki;76713;10;false
76725;Tkaniny;76713;11;false
76737;Włóczki;76713;12;false
76738;Zamki i zapięcia;76713;13;false
76739;Pozostałe;76713;14;false
76726;Bawełna;76725;0;false
76728;Futra i skóry;76725;1;false
76729;Jedwab naturalny;76725;2;false
76727;Len;76725;3;false
76730;Obiciowe;76725;4;false
76731;Satyna i atłas;76725;5;false
76732;Szyfon, tiul i organza;76725;6;false
76733;Tafta;76725;7;false
76734;Wiskoza i poliester;76725;8;false
76735;Żakard;76725;9;false
76736;Pozostałe;76725;10;false
101258;Bransoletki;76741;0;false
101259;Broszki;76741;1;false
101260;Chusteczniki;76741;2;false
101261;Kartki i zaproszenia;76741;3;false
101262;Kolczyki;76741;4;false
101263;Komplety biżuterii;76741;5;false
101264;Lalki i figurki kolekcjonerskie;76741;6;false
101265;Narzuty i kołdry;76741;7;false
101266;Naszyjniki i korale;76741;8;false
101267;Obrazki i ramki;76741;9;false
101268;Obrusy, serwety, bieżniki;76741;10;false
101269;Odzież;76741;11;false
101270;Poduszki;76741;12;false
101271;Szkatułki;76741;13;false
101272;Świece i świeczniki;76741;14;false
101273;Tace, chlebaki i podkładki;76741;15;false
101274;Torebki i portmonetki;76741;16;false
101275;Wieszaki;76741;17;false
101276;Zabawki i maskotki;76741;18;false
76749;Pozostałe;76741;19;false
98606;Miedziane;76763;0;false
98607;Posrebrzane;76763;1;false
98608;Pozłacane;76763;2;false
98609;Srebrne;76763;3;false
98610;Złote;76763;4;false
98605;Pozostałe;76763;5;false
253846;E84 (2009-2015);77175;0;false
253847;F48 (2015-);77175;1;false
82282;Altany;77733;0;false
82283;Domki;77733;1;false
82278;Obrzeża;77733;2;false
99710;Ogrodzenia i siatki;77733;3;false
124003;Pawilony i namioty;77733;4;false
82281;Pergole i trejaże;77733;5;false
82284;Place zabaw;77733;6;false
99709;Plandeki;77733;7;false
254138;Podesty tarasowe;77733;8;false
82279;Szklarnie;77733;9;false
82280;Tunele foliowe;77733;10;false
254158;Akcesoria montażowe;77733;11;false
82277;Pozostałe;77733;12;false
124044;Ekspozytory i stojaki;77734;0;false
124045;Miarki jubilerskie;77734;1;false
77735;Szkatułki i pudełeczka;77734;2;false
77736;Woreczki;77734;3;false
77737;Środki czyszczące;77734;4;false
77738;Pozostałe;77734;5;false
77926;Stare komputery;77753;0;false
77754;Środki czyszczące;77753;1;false
77755;Plomby i stickery;77753;2;false
77925;Pozostałe;77753;3;false
77890;Pianki;77754;0;false
77891;Płyny;77754;1;false
77892;Ściereczki;77754;2;false
77893;Sprężone powietrze;77754;3;false
77894;Zestawy;77754;4;false
77895;Pozostałe;77754;5;false
77767;Anteny i konektory;77766;0;false
77768;Modemy GSM;77766;1;false
77769;Pozostałe;77766;2;false
77798;USB;77768;0;false
77799;PCMCIA;77768;1;false
77800;ExpressCard;77768;2;false
77772;Ethernet i modem;77771;0;false
77773;Ethernet;77771;1;false
77774;Modem;77771;2;false
77775;Multimedia;77771;3;false
77776;Nośniki danych;77771;4;false
77777;USB, Firewire, RS232;77771;5;false
77778;Wireless LAN;77771;6;false
77779;Pozostałe;77771;7;false
77783;Plecaki;77782;0;false
77784;Pokrowce i etui;77782;1;false
77785;Torby;77782;2;false
77786;Pozostałe;77782;3;false
147905;Baterie;77801;0;false
77802;Dyski;77801;1;false
77803;Klawiatury;77801;2;false
77804;Matryce;77801;3;false
77805;Napędy;77801;4;false
77806;Obudowy i kadłubki;77801;5;false
77809;Pamięć;77801;6;false
77808;Płyty główne;77801;7;false
77807;Procesory;77801;8;false
77810;Wentylatory i radiatory;77801;9;false
147906;Zasilacze do laptopów;77801;10;false
77811;Uszkodzone;77801;11;false
77812;Pozostałe części;77801;12;false
77813;Dyski SSD;77802;0;false
77814;500GB i większe;77802;1;false
77815;250GB - 499GB;77802;2;false
77816;160GB - 249GB;77802;3;false
77817;120GB - 159GB;77802;4;false
77818;80GB - 119GB;77802;5;false
77819;40GB - 79GB;77802;6;false
77820;10GB - 39GB;77802;7;false
77821;Mniejsze niż 10GB;77802;8;false
77822;Uszkodzone;77802;9;false
77823;Pozostałe;77802;10;false
77836;17" i większe;77804;0;false
77837;16" - 16.9";77804;1;false
77838;15.4" - 15.9";77804;2;false
77839;15" - 15.3";77804;3;false
77840;14" - 14.9";77804;4;false
77841;13" - 13.9";77804;5;false
77842;12" i mniejsze;77804;6;false
77843;Taśmy i inwertery;77804;7;false
77854;Kadłubki;77806;0;false
77855;Kieszenie i zaślepki;77806;1;false
77856;Klapy i ramki;77806;2;false
77857;Obudowy;77806;3;false
77858;Zawiasy;77806;4;false
77859;Pozostałe;77806;5;false
77860;Intel;77807;0;false
77861;AMD;77807;1;false
77862;Acer;77808;0;false
77863;Asus;77808;1;false
77864;Dell;77808;2;false
77868;Fujitsu-Siemens;77808;3;false
77865;HP;77808;4;false
77866;IBM, Lenovo;77808;5;false
77867;Sony;77808;6;false
77869;Toshiba;77808;7;false
77870;Pozostali producenci;77808;8;false
77877;Chipy BGA;77812;0;false
77880;Głośniki;77812;1;false
77881;Gniazda zasilania;77812;2;false
77879;Karty graficzne;77812;3;false
77878;Moduły Bluetooth;77812;4;false
77882;Taśmy;77812;5;false
77883;Pozostałe;77812;6;false
77928;Amiga;77926;0;false
77929;Atari;77926;1;false
77930;Commodore;77926;2;false
77931;Spectrum;77926;3;false
77927;Pozostałe;77926;4;false
77932;Komputery;77928;0;false
77933;Oprogramowanie;77928;1;false
77934;Osprzęt;77928;2;false
77935;Literatura;77928;3;false
77942;1TB i większe;77939;0;false
77943;550GB - 999GB;77939;1;false
77944;400GB - 549GB;77939;2;false
77945;320GB - 399GB;77939;3;false
77946;250GB - 319GB;77939;4;false
77947;249GB i mniejsze;77939;5;false
77941;Uszkodzone;77939;6;false
77958;Dookólne;77956;0;false
77959;Helikalne i Yagi;77956;1;false
77960;Panelowe;77956;2;false
77961;Paraboliczne;77956;3;false
77962;Szczelinowe;77956;4;false
77963;Uchwyty i obejmy;77956;5;false
77957;Pozostałe;77956;6;false
77965;Karty PCI;77964;0;false
77966;Karty USB;77964;1;false
77967;Pozostałe;77964;2;false
77969;3com;77968;0;false
77970;Asmax;77968;1;false
77971;Asus;77968;2;false
77972;Cisco;77968;3;false
77973;D-Link;77968;4;false
77974;Edimax;77968;5;false
77975;Linksys;77968;6;false
77976;Netgear;77968;7;false
77977;Ovislink;77968;8;false
77979;Pentagram;77968;9;false
77978;Planet;77968;10;false
77980;Tp-Link;77968;11;false
77981;Inni producenci;77968;12;false
78015;Biustonosze;78013;0;false
78016;Bluzki;78013;1;false
78017;Koszule nocne;78013;2;false
78018;Legginsy;78013;3;false
78019;Majtki;78013;4;false
78020;Pasy ciążowe;78013;5;false
78021;Piżamy;78013;6;false
78022;Płaszcze;78013;7;false
78023;Rajstopy;78013;8;false
78024;Spodnie;78013;9;false
78025;Spódnice;78013;10;false
78026;Sukienki;78013;11;false
78027;Swetry;78013;12;false
78028;Tuniki;78013;13;false
78029;Zestawy;78013;14;false
78014;Pozostałe;78013;15;false
78037;Dresowe;78024;0;false
78038;Jeansy;78024;1;false
78044;Ogrodniczki;78024;2;false
78039;Wizytowe;78024;3;false
78036;Pozostałe;78024;4;false
78078;MicroSD (TransFlash);78075;0;false
78079;Pozostałe;78075;1;false
78593;8L (1996-2003);78588;0;false
78598;8P (2003-2012);78588;1;false
249981;8V (2012-);78588;2;false
78604;B5 (1995-2001);78589;0;false
78605;B6 (2000-2004);78589;1;false
78606;B7 (2004-2007);78589;2;false
78607;B8 (2007-2015);78589;3;false
253844;B9 (2015-);78589;4;false
78608;C4 (1994-1997);78591;0;false
78612;C5 (1997-2004);78591;1;false
78609;C6 (2004-2011);78591;2;false
249982;C7 (2011-);78591;3;false
78613;D2 (1994-2002);78592;0;false
78614;D3 (2002-2010);78592;1;false
249983;D4 (2010-);78592;2;false
78719;Gorsety;78717;0;false
78720;Majtki;78717;1;false
78721;Pasy;78717;2;false
78718;Pozostałe;78717;3;false
78997;Gilzy;78995;0;false
79000;Lufki;78995;1;false
78996;Nabijarki;78995;2;false
78999;Papierośnice;78995;3;false
78998;Popielniczki;78995;4;false
79154;Biografie, wspomnienia;79153;0;false
79155;Dramaty, utwory sceniczne;79153;1;false
79156;Fantasy;79153;2;false
79157;Historyczne;79153;3;false
79158;Horrory;79153;4;false
79159;Humor, parodia, satyra;79153;5;false
79160;Kryminały;79153;6;false
79432;Literatura piękna - proza polska;79153;7;false
79433;Literatura piękna - proza zagraniczna;79153;8;false
79161;Poezja;79153;9;false
79162;Przygodowe;79153;10;false
91109;Reportaż, literatura faktu;79153;11;false
79163;Romanse;79153;12;false
79164;Science fiction;79153;13;false
79165;Społeczno-obyczajowe;79153;14;false
79166;Thrillery, sensacyjne;79153;15;false
79167;Zestawy, kolekcje;79153;16;false
79168;Pozostałe;79153;17;false
91851;Aktorzy i artyści;79154;0;false
91850;Dowódcy, wodzowie;79154;1;false
91849;Duchowni;79154;2;false
91848;Dziennikarze;79154;3;false
91847;Filozofowie, myśliciele;79154;4;false
91846;Finansiści, ekonomiści i biznesmeni;79154;5;false
91845;Komicy, satyrycy;79154;6;false
91844;Kompozytorzy;79154;7;false
91843;Malarze, rzeźbiarze;79154;8;false
91842;Naukowcy;79154;9;false
91841;Pisarze i poeci;79154;10;false
91840;Podróżnicy;79154;11;false
91839;Politycy;79154;12;false
91838;Reżyserzy, filmowcy;79154;13;false
91837;Sportowcy;79154;14;false
91836;Władcy;79154;15;false
91835;Wokaliści, grupy muzyczne;79154;16;false
91834;Postaci historyczne pozostałe;79154;17;false
91833;Pozostałe;79154;18;false
91861;Dramat polski;79155;0;false
91860;Dramat zagraniczny;79155;1;false
92466;Polskie;79156;0;false
92465;Zagraniczne;79156;1;false
92468;Czarny kryminał amerykański;79160;0;false
92471;Detektywistyczne;79160;1;false
92470;PRL-owskie, milicyjne;79160;2;false
92472;Sensacyjno-awanturnicze;79160;3;false
92469;Szpiegowskie i polityczne;79160;4;false
92467;Pozostałe;79160;5;false
91904;Poezja polska;79161;0;false
91905;Poezja zagraniczna;79161;1;false
92474;Polskie;79164;0;false
92473;Zagraniczne;79164;1;false
91927;Polskie;79165;0;false
91926;Zagraniczne;79165;1;false
92476;Polskie;79166;0;false
92475;Zagraniczne;79166;1;false
79195;Biznes, praca, prawo, finanse;79193;0;false
79197;Dom i ogród;79193;1;false
79206;Ezoteryka, magia, UFO;79193;2;false
79199;Fotografia, edycja zdjęć;79193;3;false
79201;Hobby, kolekcjonerstwo;79193;4;false
79202;Internet, komputery;79193;5;false
79205;Kuchnia, potrawy;79193;6;false
79847;Marynistyka, żeglarstwo;79193;7;false
79208;Moda, uroda;79193;8;false
79209;Motoryzacja, transport;79193;9;false
79210;Motywacja, rozwój osobisty;79193;10;false
79211;Muzyka, taniec, śpiew;79193;11;false
90909;Przyroda, krajobrazy;79193;12;false
90914;Rękodzieło, biżuteria, szycie;79193;13;false
79212;Rodzina, ciąża, wychowanie;79193;14;false
79213;Seks, relacje partnerskie;79193;15;false
79216;Sport, forma fizyczna;79193;16;false
79207;Sztuka i architektura;79193;17;false
79218;Wiara, duchowość;79193;18;false
79219;Zdrowie, pierwsza pomoc;79193;19;false
79220;Zwierzęta domowe i hodowlane;79193;20;false
79848;Życie codzienne, obyczaje;79193;21;false
79194;Pozostałe;79193;22;false
90840;Fundusze unijne;79195;0;false
90839;Inwestowanie;79195;1;false
90838;Kariera zawodowa;79195;2;false
90837;Kredyty, oszczędzanie;79195;3;false
90836;Podatki, prawo pracy;79195;4;false
90835;Poradniki branżowe i zawodowe;79195;5;false
90834;Własna działalność;79195;6;false
90833;Pozostałe;79195;7;false
90842;Dom - opracowania ogólne;79197;0;false
90843;Ogród - opracowania ogólne;79197;1;false
90844;Naprawy, remonty, majsterkowanie;79197;2;false
90845;Prace domowe, prowadzenie domu;79197;3;false
90846;Projektowanie i planowanie ogrodu;79197;4;false
90847;Rośliny domowe i ogrodowe;79197;5;false
90848;Urządzanie i dekorowanie;79197;6;false
90841;Pozostałe;79197;7;false
90870;Poradniki ogólne;79199;0;false
90869;Aparaty i akcesoria;79199;1;false
90868;Edycja zdjęć;79199;2;false
90866;Fotografowanie krajobrazów, przyrody;79199;3;false
90867;Fotografowanie ludzi, akt i portrety;79199;4;false
90865;Pozostałe;79199;5;false
91104;Gry karciane i hazardowe;79201;0;false
91103;Krzyżówki, gry i zabawy logiczne;79201;1;false
91102;Szachy i inne gry planszowe;79201;2;false
91101;Malowanie, rysowanie;79201;3;false
91100;Filatelistyka;79201;4;false
91099;Modelarstwo;79201;5;false
91098;Numizmatyka;79201;6;false
91097;Wędkarstwo, łowiectwo;79201;7;false
91096;Pozostałe;79201;8;false
90877;Bezpieczeństwo;79202;0;false
90875;Korzystanie z internetu;79202;1;false
90873;Marketing internetowy;79202;2;false
90878;Oprogramowanie biurowe;79202;3;false
90876;Podstawy obsługi komputera;79202;4;false
90872;Systemy operacyjne;79202;5;false
90874;Tworzenie stron internetowych;79202;6;false
90871;Pozostałe;79202;7;false
90886;Ciasta, desery;79205;0;false
90885;Dania główne;79205;1;false
90884;Napoje, drinki;79205;2;false
90883;Przekąski, sałatki i surówki;79205;3;false
90882;Potrawy dietetyczne;79205;4;false
90881;Kuchnia wegetariańska;79205;5;false
90880;Kuchnie świata i regionalne;79205;6;false
90879;Pozostałe;79205;7;false
90864;Astrologia, horoskopy;79206;0;false
90863;Feng shui;79206;1;false
90862;Magia;79206;2;false
90861;Medytacja, joga;79206;3;false
90860;Numerologia, symbolika;79206;4;false
90859;Okultyzm, zjawiska paranormalne;79206;5;false
90858;Radiestezja, różdżkarstwo;79206;6;false
90854;Runy;79206;7;false
90857;Sny, senniki;79206;8;false
90856;Szamanizm;79206;9;false
90855;Tarot;79206;10;false
90853;UFO;79206;11;false
90851;Uzdrawianie;79206;12;false
90852;Wyrocznie, przepowiednie;79206;13;false
90850;Życie po śmierci;79206;14;false
90849;Pozostałe;79206;15;false
91105;Sztuka, malarstwo i rzeźba;79207;0;false
91106;Kościoły i inne budowle sakralne;79207;1;false
91107;Zabytki, zamki i pałace;79207;2;false
91108;Pozostałe albumy i poradniki;79207;3;false
90890;Albumy o modzie;79208;0;false
90889;Kosmetyka, pielęgnacja ciała;79208;1;false
90888;Moda i uroda - poradniki;79208;2;false
90887;Pozostałe;79208;3;false
90897;Opracowania ogólne;79209;0;false
90896;Kolej, pojazdy szynowe;79209;1;false
90895;Łodzie, statki;79209;2;false
90894;Motocykle;79209;3;false
90893;Samochody;79209;4;false
90892;Samoloty;79209;5;false
90891;Pozostałe;79209;6;false
90903;Komunikacja, kontakty międzyludzkie;79210;0;false
90902;Kondycja psychofizyczna, relaks;79210;1;false
90901;Motywacja;79210;2;false
90900;Trening umysłu, efektywna nauka;79210;3;false
90899;Zarządzanie czasem;79210;4;false
90898;Pozostałe;79210;5;false
90908;Muzyka, muzycy - albumy;79211;0;false
90905;Nauka gry na instrumentach;79211;1;false
90907;Nuty;79211;2;false
90906;Śpiew i taniec;79211;3;false
90904;Pozostałe;79211;4;false
90925;Ciąża i poród;79212;0;false
90924;Niemowlęta, małe dzieci;79212;1;false
90923;Przedszkolaki;79212;2;false
90922;Starsze dzieci;79212;3;false
90921;Nastolatki;79212;4;false
91134;Poradniki dla całej rodziny;79212;5;false
90920;Pozostałe;79212;6;false
91095;Opracowania ogólne;79216;0;false
91094;Bieganie, marsz;79216;1;false
91093;Fitness, gimnastyka;79216;2;false
91092;Gry planszowe i karciane;79216;3;false
91091;Kulturystyka, siłownia;79216;4;false
91090;Narciarstwo, snowboard;79216;5;false
91089;Nurkowanie i pływanie;79216;6;false
91088;Piłka nożna;79216;7;false
91087;Rower, kolarstwo;79216;8;false
91086;Sztuki walki;79216;9;false
91085;Wspinaczka, alpinizm;79216;10;false
91084;Sporty indywidualne - pozostałe;79216;11;false
91083;Sporty zespołowe - pozostałe;79216;12;false
91082;Sporty powietrzne - pozostałe;79216;13;false
91081;Sporty wodne - pozostałe;79216;14;false
91080;Sporty zimowe - pozostałe;79216;15;false
91079;Pozostałe;79216;16;false
91069;Albumy religijne;79218;0;false
91066;Chrześcijaństwo - poradniki;79218;1;false
91068;Modlitwy;79218;2;false
91067;Święci;79218;3;false
91065;Pozostałe;79218;4;false
91064;Zdrowie - opracowania ogólne;79219;0;false
91063;Choroby, dolegliwości;79219;1;false
91062;Diety, zdrowy styl życia;79219;2;false
91060;Pierwsza pomoc;79219;3;false
91059;Zdrowie dzieci;79219;4;false
91058;Zdrowie psychiczne;79219;5;false
91057;Zioła, rośliny lecznicze;79219;6;false
91061;Medycyna naturalna;79219;7;false
91056;Pozostałe;79219;8;false
90933;Psy;79220;0;false
90932;Koty;79220;1;false
90931;Gryzonie;79220;2;false
90929;Konie;79220;3;false
90928;Ptaki;79220;4;false
90930;Ryby;79220;5;false
90927;Zwierzęta egzotyczne;79220;6;false
90926;Pozostałe;79220;7;false
79414;Amerykańskie;79413;0;false
79415;Europejskie;79413;1;false
79416;Japońskie;79413;2;false
79417;Polskie;79413;3;false
79418;Czasopisma;79413;4;false
92873;Obcojęzyczne;79413;5;false
92874;Zestawy mieszane, kolekcje;79413;6;false
79419;Pozostałe;79413;7;false
92882;Dla dzieci;79414;0;false
92881;Dla dorosłych;79414;1;false
92880;Superbohaterowie;79414;2;false
92879;Fantasy i science fiction;79414;3;false
92878;Horrory, groza;79414;4;false
92876;Historyczne i wojenne;79414;5;false
92877;Humor, satyra;79414;6;false
92875;Pozostałe;79414;7;false
92890;Dla dzieci;79415;0;false
92889;Dla dorosłych;79415;1;false
92888;Fantasy i science fiction;79415;2;false
92885;Historyczne i wojenne;79415;3;false
92887;Horrory, groza;79415;4;false
92886;Humor, satyra;79415;5;false
92884;Obyczajowe i przygodowe;79415;6;false
92883;Pozostałe;79415;7;false
92894;Dla dzieci;79416;0;false
92893;Dla młodzieży;79416;1;false
92892;Dla dorosłych;79416;2;false
92891;Pozostałe;79416;3;false
92902;Dla dzieci;79417;0;false
92901;Dla dorosłych;79417;1;false
92900;Fantasy i science fiction;79417;2;false
92897;Historyczne i wojenne;79417;3;false
92899;Horrory, groza;79417;4;false
92898;Humor, satyra;79417;5;false
92896;Obyczajowe i przygodowe;79417;6;false
92895;Pozostałe;79417;7;false
93085;Mapy, atlasy, plany miast;79420;0;false
93086;Przewodniki, książki krajoznawcze;79420;1;false
93087;Literatura podróżnicza;79420;2;false
93088;Pozostałe;79420;3;false
91885;Afrykańska;79433;0;false
91884;Anglosaska;79433;1;false
91881;Azjatycka;79433;2;false
91883;Europejska;79433;3;false
91882;Iberoamerykańska;79433;4;false
91880;Pozostałe;79433;5;false
89072;Encyklopedie, słowniki, leksykony;79455;0;false
90346;Militaria, broń, wojskowość;79455;1;false
89073;Architektura, budownictwo;79455;2;false
79459;Biologia, ekologia;79455;3;false
90332;Biznes, nauki ekonomiczne;79455;4;false
79460;Chemia, biochemia;79455;5;false
79462;Filologie, językoznawstwo;79455;6;false
79463;Filozofia, historia filozofii;79455;7;false
79464;Fizyka, astronomia;79455;8;false
79465;Geografia, geologia, turystyka;79455;9;false
79466;Historia, archeologia;79455;10;false
79468;Informatyka, internet;79455;11;false
79467;Literaturoznawstwo;79455;12;false
90319;Matematyka, statystyka;79455;13;false
79469;Medycyna, nauki medyczne;79455;14;false
79470;Pedagogika, resocjalizacja;79455;15;false
79471;Politologia, stos. międzynarodowe;79455;16;false
79472;Prawo, administracja;79455;17;false
79473;Psychologia, socjologia;79455;18;false
79475;Religioznawstwo, nauki teologiczne;79455;19;false
79478;Rolnictwo, nauki rolnicze;79455;20;false
79477;Sztuka, kultura i etnologia;79455;21;false
79458;Technika, nauki techniczne;79455;22;false
79456;Pozostałe;79455;23;false
90536;Technika, przemysł - opracowania ogólne;79458;0;false
89148;Automatyka, robotyka;79458;1;false
89149;Biotechnologia, technologia żywności;79458;2;false
89150;Elektronika;79458;3;false
89151;Elektrotechnika, energetyka;79458;4;false
89152;Inżynieria chemiczna;79458;5;false
89153;Inżynieria materiałowa, materiałoznawstwo;79458;6;false
89154;Inżynieria środowiska;79458;7;false
89155;Mechanika, budowa maszyn;79458;8;false
90537;Metalurgia, hutnictwo, górnictwo;79458;9;false
89156;Telekomunikacja, akustyka;79458;10;false
89157;Transport, spedycja;79458;11;false
89147;Pozostałe;79458;12;false
89085;Biologia ogólna;79459;0;false
89086;Antropologia ogólna;79459;1;false
89087;Biologia komórki;79459;2;false
89088;Botanika;79459;3;false
89089;Ekologia;79459;4;false
89090;Genetyka;79459;5;false
89091;Mikrobiologia;79459;6;false
89092;Zoologia;79459;7;false
89084;Pozostałe;79459;8;false
89094;Biochemia;79460;0;false
89095;Chemia ogólna;79460;1;false
89096;Chemia analityczna;79460;2;false
89097;Chemia fizyczna;79460;3;false
89098;Chemia organiczna;79460;4;false
89099;Chemia nieorganiczna;79460;5;false
89093;Pozostałe;79460;6;false
90369;Polonistyka;79462;0;false
90370;Anglistyka;79462;1;false
90371;Germanistyka;79462;2;false
90372;Iberystyka;79462;3;false
90373;Romanistyka;79462;4;false
90368;Pozostałe;79462;5;false
89101;Filozofia - opracowania ogólne;79463;0;false
89102;Filozofia starożytna;79463;1;false
89103;Filozofia średniowieczna;79463;2;false
89104;Filozofia nowożytna, współczesna;79463;3;false
89105;Antropologia filozoficzna;79463;4;false
89106;Etyka, estetyka;79463;5;false
89107;Logika;79463;6;false
89108;Metafizyka;79463;7;false
89100;Pozostałe;79463;8;false
90375;Fizyka ogólna;79464;0;false
90376;Astronomia;79464;1;false
90377;Elektrodynamika klasyczna;79464;2;false
90378;Mechanika klasyczna;79464;3;false
90379;Mechanika kwantowa;79464;4;false
90380;Termodynamika i mechanika statystyczna;79464;5;false
90374;Pozostałe;79464;6;false
89110;Geografia ogólna;79465;0;false
89111;Geografia fizyczna;79465;1;false
89112;Geografia społeczno-ekonomiczna;79465;2;false
89113;Geografia regionalna;79465;3;false
89114;Geodezja, kartografia;79465;4;false
89115;Geologia;79465;5;false
89116;Turystyka, rekreacja;79465;6;false
89109;Pozostałe;79465;7;false
89275;Archeologia;79466;0;false
89276;Historia Polski;79466;1;false
89277;Historia powszechna;79466;2;false
89278;Nauki pomocnicze;79466;3;false
89274;Pozostałe;79466;4;false
90354;Literatura - opracowania ogólne;79467;0;false
90355;Historia literatury;79467;1;false
90356;Krytyka literacka;79467;2;false
90357;Teoria literatury;79467;3;false
90353;Pozostałe;79467;4;false
90321;Aplikacje biurowe;79468;0;false
90322;Bazy danych;79468;1;false
90323;Bezpieczeństwo;79468;2;false
90324;CAD/CAM;79468;3;false
90325;E-biznes;79468;4;false
90326;Grafika komputerowa;79468;5;false
90327;Hardware;79468;6;false
90328;Programowanie;79468;7;false
90329;Sieci komputerowe;79468;8;false
90330;Systemy operacyjne;79468;9;false
90331;Webmastering;79468;10;false
90320;Pozostałe;79468;11;false
90274;Medycyna ogólna;79469;0;false
90275;Medycyna naturalna i niekonwencjonalna;79469;1;false
90276;Medycyna sportowa;79469;2;false
90280;Alergologia;79469;3;false
90277;Analityka, diagnostyka laboratoryjna;79469;4;false
90278;Anatomia, fizjologia;79469;5;false
90279;Anestezjologia i intensywna terapia;79469;6;false
90281;Chirurgia, ortopedia;79469;7;false
90282;Dermatologia, kosmetologia;79469;8;false
90283;Dietetyka;79469;9;false
90284;Farmacja, farmakologia;79469;10;false
90285;Fizjoterapia, rehabilitacja;79469;11;false
90286;Ginekologia, położnictwo;79469;12;false
90287;Interna, choroby wewnętrzne;79469;13;false
90288;Kardiologia;79469;14;false
90289;Okulistyka;79469;15;false
90290;Onkologia;79469;16;false
90291;Pediatria;79469;17;false
90292;Pielęgniarstwo;79469;18;false
90293;Psychiatria, neurologia;79469;19;false
90294;Ratownictwo;79469;20;false
90295;Seksuologia;79469;21;false
90296;Stomatologia, dentystyka;79469;22;false
90297;Pozostałe;79469;23;false
90359;Logopedia;79470;0;false
90360;Pedagogika ogólna;79470;1;false
90361;Pedagogika przedszkolna;79470;2;false
90362;Pedagogika wczesnoszkolna;79470;3;false
90363;Pedagogika szkół podstawowych;79470;4;false
90364;Pedagogika gimnazjum;79470;5;false
90365;Pedagogika szkół średnich;79470;6;false
90366;Pedagogika specjalna;79470;7;false
90367;Resocjalizacja;79470;8;false
90358;Pozostałe;79470;9;false
90394;Instytucje i systemy polityczne;79471;0;false
90395;Myśl polityczna, teoria polityki;79471;1;false
90396;Polityka ekologiczna;79471;2;false
90397;Polityka gospodarcza;79471;3;false
90398;Polityka społeczna;79471;4;false
90399;Ruchy i doktryny polityczne;79471;5;false
90400;Stosunki międzynarodowe;79471;6;false
90393;Pozostałe;79471;7;false
90382;Historia prawa;79472;0;false
90383;Teoria prawa;79472;1;false
90384;Prawo administracyjne, samorząd terytorialny;79472;2;false
90385;Prawo cywilne;79472;3;false
90386;Prawo finansowe;79472;4;false
90387;Prawo gospodarcze, handlowe;79472;5;false
90388;Prawo karne;79472;6;false
90389;Prawo konstytucyjne;79472;7;false
90390;Prawo międzynarodowe, prawo UE;79472;8;false
90391;Prawo pracy;79472;9;false
90392;Prawo rodzinne i opiekuńcze;79472;10;false
90381;Pozostałe;79472;11;false
90299;Psychologia ogólna;79473;0;false
90300;Historia psychologii;79473;1;false
90301;Psychoanaliza;79473;2;false
90302;Psychoterapia;79473;3;false
90303;Psychologia ewolucyjna;79473;4;false
90305;Psychologia języka i komunikacji;79473;5;false
90304;Psychologia kliniczna;79473;6;false
90306;Psychologia osobowości;79473;7;false
90307;Psychologia poznawcza;79473;8;false
90308;Psychologia pracy i organizacji;79473;9;false
90309;Psychologia rozwojowa;79473;10;false
90310;Psychologia społeczna;79473;11;false
90311;Psychologia wychowania i rodziny;79473;12;false
90298;Psychologia - pozostałe;79473;13;false
90312;Socjologia ogólna;79473;14;false
90313;Antropologia społeczna;79473;15;false
90314;Socjologia miasta;79473;16;false
90315;Socjologia pracy;79473;17;false
90316;Socjologia prawa;79473;18;false
90317;Socjologia religii;79473;19;false
90318;Socjologia - pozostałe;79473;20;false
89118;Religie - opracowania ogólne;79475;0;false
89119;Teologia;79475;1;false
89120;Buddyzm;79475;2;false
89121;Hinduizm;79475;3;false
89122;Islam;79475;4;false
89123;Judaizm;79475;5;false
89124;Katolicyzm;79475;6;false
89125;Prawosławie;79475;7;false
89126;Protestantyzm;79475;8;false
89127;Religie, wierzenia świata starożytnego;79475;9;false
89128;Mitologie;79475;10;false
89117;Pozostałe;79475;11;false
89135;Sztuka - opracowania ogólne;79477;0;false
89138;Historia sztuki;79477;1;false
89136;Antropologia kulturowa, etnologia;79477;2;false
89137;Film, kino;79477;3;false
89139;Teatr, opera;79477;4;false
89140;Fotografia;79477;5;false
89141;Media, dziennikarstwo;79477;6;false
89142;Muzyka;79477;7;false
89143;Rzemiosło artystyczne, wzornictwo, design;79477;8;false
89144;Rzeźba, malarstwo;79477;9;false
89145;Sztuki plastyczne - pozostałe;79477;10;false
89146;Pozostałe;79477;11;false
89131;Hodowla zwierząt, zootechnika;79478;0;false
89130;Uprawa roślin, sadownictwo;79478;1;false
89132;Weterynaria;79478;2;false
89134;Leśnictwo;79478;3;false
89133;Rybołówstwo;79478;4;false
89129;Pozostałe;79478;5;false
